gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,Churn
0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,400.3,1,0
0,1,0,0,1,0,1,2,0,2,2,0,2,0,1,3,96.3,1426.75,1,1
1,0,1,0,1,2,1,2,2,2,2,2,2,2,0,1,115.8,8332.15,5,0
0,0,0,0,1,0,2,1,1,1,1,1,1,2,1,3,19.6,561.15,2,0
1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,2,19.55,1108.8,4,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,45.5,285.2,0,0
1,0,0,0,1,0,2,1,1,1,1,1,1,2,1,1,18.55,689.0,2,0
0,0,1,0,1,0,1,0,0,2,0,0,2,0,1,2,85.3,4045.65,3,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46.015021341774315,80.5026341449848,0,1
1,0,0,0,1,0,0,0,0,0,2,2,0,0,1,2,61.3,249.4,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.98417848496133,69.98417848496133,0,1
1,1,1,0,1,0,2,1,1,1,1,1,1,1,1,2,20.75,485.2,1,0
0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,35.01273588887517,67.33195819422146,0,1
1,0,1,1,1,0,2,1,1,1,1,1,1,2,1,0,19.7,1274.05,5,0
0,0,0,0,1,2,1,0,2,0,0,2,0,0,1,0,89.75,1052.4,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25.906482338349164,258.27787136305767,0,1
0,0,0,0,1,1,1,0,1,0,0,2,0,0,1,0,90.22785318524559,2281.040512068008,1,1
1,0,1,1,1,0,2,1,1,1,1,1,1,0,1,2,20.45,250.8,0,0
0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,2,90.59205517057926,90.59205517057926,0,1
0,0,0,0,1,0,1,2,0,2,2,0,2,0,1,0,94.4,387.2,0,1
0,0,1,0,1,2,1,2,2,0,0,0,2,2,1,1,94.45,6921.7,5,0
1,0,1,0,0,1,0,0,0,2,0,2,2,0,1,2,50.35,50.35,0,1
0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,69.06454103868909,69.06454103868909,0,1
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,82.03494153634907,1076.0918740340412,0,1
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,35.50490371416053,35.50490371416053,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,45.09553265600337,45.09553265600337,0,1
1,0,1,1,0,1,0,2,0,2,2,2,0,2,0,1,48.15,2032.3,3,0
0,0,1,1,0,1,0,0,2,2,0,2,2,2,1,1,54.95,3772.5,5,0
0,0,1,0,1,2,1,2,0,0,0,0,2,0,1,1,95.36900356712184,2186.8358815198944,1,1
1,1,1,1,1,0,1,0,0,0,0,2,0,0,1,1,80.45,583.45,0,1
1,0,1,1,1,0,0,0,0,2,2,0,0,0,0,3,54.35,1647.0,2,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,70.14665945060118,221.70866786592205,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,67.6955070418926,116.63471238279341,0,1
0,0,1,0,1,1,1,0,0,2,0,2,2,0,1,2,98.83642772972973,3043.465863684579,2,1
1,0,1,0,1,2,1,0,0,2,1,2,1,0,1,2,100.33364711196586,5742.981850841285,4,1
0,0,0,0,1,1,1,0,0,0,2,2,0,0,0,2,94.54766787360107,989.2874350749612,0,1
1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,19.65,973.1,3,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.95,416.4,1,0
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,24.75,1715.1,5,0
1,0,0,0,1,0,1,0,1,2,0,2,0,0,1,1,92.21251796541988,2012.4460158654178,1,1
1,0,0,0,1,1,1,0,2,1,0,1,1,0,1,2,103.74457431375416,2433.9244876785974,1,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.48123458931713,70.48123458931713,0,1
0,0,0,0,1,2,1,0,0,1,1,0,0,0,1,2,86.93255780364505,341.15553268916887,0,1
1,0,1,0,1,0,0,2,0,0,2,0,0,1,0,3,54.35,1426.45,2,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,46.507115093531766,220.93932735970233,0,1
1,1,0,0,1,2,1,0,2,2,0,2,2,0,1,1,105.72062111170104,2486.099362703057,1,1
0,1,0,0,1,0,1,0,0,2,0,0,2,0,1,2,85.0,85.0,0,1
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,78.10263042465125,713.9991231917829,0,1
0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,3,55.95,1082.8,1,0
1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,2,76.4,151.8,0,1
0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,2,86.44256864695892,582.5299825446024,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.10720499016925,70.10720499016925,0,1
1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,3,55.3,238.5,0,0
0,1,0,0,1,2,0,0,0,0,2,0,2,0,1,2,66.05,1652.4,2,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.0,1144.5,1,1
0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,86.76890221977912,156.3912136260139,0,1
1,0,0,1,1,0,0,0,0,2,2,0,0,1,0,1,55.2,864.55,1,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.05,19.05,0,0
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,87.68066663648003,1905.6615718233481,1,1
0,0,1,1,1,0,0,2,0,2,0,2,2,2,0,1,77.55,5574.35,5,0
1,0,1,1,1,0,1,0,0,2,0,2,2,0,0,3,95.15,1779.95,1,1
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,79.58614609302215,868.3691855624478,0,1
0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,2,85.24212820287276,474.5051025798907,0,1
1,0,0,0,1,2,1,0,0,0,0,0,2,0,0,2,88.46946253659151,261.04987257120854,0,1
0,0,0,0,1,0,1,0,1,0,0,1,2,0,0,1,95.69293933484018,2449.2676516628994,2,1
1,0,0,1,1,2,0,2,2,0,2,0,0,1,0,0,64.95,4551.5,5,0
0,0,1,0,1,2,1,0,0,0,0,2,2,2,1,0,93.7,6585.35,5,1
0,0,0,0,1,0,1,0,1,1,0,0,2,0,1,1,94.02493126731908,1575.6334326577792,1,1
0,0,1,0,1,0,2,1,1,1,1,1,1,1,0,0,20.45,900.9,4,0
1,0,1,1,1,2,0,2,0,0,0,0,0,0,0,3,56.7,113.55,0,1
1,0,1,0,1,2,0,2,2,2,2,2,0,2,0,3,79.15,5536.5,5,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,25.145848140940416,25.145848140940416,0,1
0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,88.31386813419921,243.39763836131084,0,1
1,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,75.9,1373.05,1,0
1,0,1,1,1,0,0,0,2,0,2,2,2,1,1,1,75.2,4300.8,4,0
0,0,0,0,1,2,0,2,0,2,0,0,0,1,0,3,59.0,1654.45,2,0
0,0,0,0,0,1,0,0,0,2,0,2,2,0,1,1,50.65,1905.4,3,0
1,0,1,1,1,0,2,1,1,1,1,1,1,2,1,1,19.85,1267.05,5,0
1,1,0,0,0,1,0,0,0,2,0,0,2,0,1,2,41.15,132.2,0,1
0,0,0,0,1,2,1,0,0,0,2,2,0,0,0,2,90.15,987.95,0,1
0,0,0,0,1,1,1,0,0,0,1,2,2,0,1,0,95.63106726219029,1776.7751219590546,1,1
1,0,0,0,1,0,1,0,0,2,0,2,2,0,0,1,95.67425615691684,1778.517033171094,1,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.95,107.05,0,0
1,0,0,0,0,1,0,0,0,2,0,1,0,0,1,2,40.23642164366607,130.87531138331582,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,44.86758653323874,434.6261925374954,0,1
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,19.3,1192.7,4,0
0,0,1,0,1,1,1,0,0,2,0,0,1,0,1,2,88.95060243650327,2368.34861988557,2,1
0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,75.45,480.75,0,1
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,40.571644182604146,130.43268015123604,0,1
0,0,1,0,1,2,1,0,0,2,0,1,1,0,1,2,98.87069339387176,3479.376652222475,2,1
1,0,1,0,1,2,1,2,2,0,2,2,2,2,1,1,108.95,7875.0,5,0
1,0,0,0,1,0,1,0,0,1,0,2,2,0,1,2,95.37712233830761,197.4753831106961,0,1
1,1,1,0,1,0,1,0,0,0,0,2,2,0,1,2,89.5,676.7,0,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.65,68.35,0,0
1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,115.75,8399.15,5,0
0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,34.922153368164665,34.922153368164665,0,1
1,0,1,0,1,0,0,2,0,2,2,2,2,2,1,2,82.55,5832.65,5,0
1,0,0,1,1,2,0,2,2,0,2,0,0,2,0,0,65.7,4378.9,5,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,19.556965006471142,288.9729895698518,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,42.42674388086654,845.0178833088274,1,1
0,0,0,0,1,2,1,1,0,0,0,2,2,0,0,1,98.45399210245631,1008.2422099755216,0,1
0,0,1,1,1,0,0,2,2,2,2,0,2,2,1,2,74.35,5237.4,5,0
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,75.24201327953264,256.33400580979554,0,1
1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,0,20.5,865.05,3,0
1,1,1,0,1,2,1,0,0,0,0,0,0,0,1,2,74.4,74.4,0,1
0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,75.16367509146141,75.16367509146141,0,1
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,19.35,867.3,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43.387354367370605,43.387354367370605,0,1
1,0,1,0,1,0,0,2,0,0,0,2,0,1,1,0,59.75,1374.35,1,0
0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,81.28029644183223,2481.175183054996,2,1
0,0,1,0,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1836.9,5,0
0,0,0,0,1,0,2,1,1,1,1,1,1,2,1,1,19.2,1123.65,5,0
1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,50.79369683142467,50.79369683142467,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,45.89808362804822,45.89808362804822,0,1
1,0,1,0,1,0,2,1,1,1,1,1,1,2,1,0,20.5,1198.8,4,0
1,0,1,1,1,2,0,2,2,2,2,2,0,2,1,0,79.25,5731.85,5,0
0,0,0,0,1,0,1,1,0,1,2,2,1,0,1,2,99.37232053275065,1938.402637208652,1,1
0,1,1,0,1,2,1,2,2,2,2,2,2,2,1,1,113.0,7987.6,5,0
0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,3,73.6,73.6,0,1
1,0,0,1,1,0,2,1,1,1,1,1,1,1,0,3,19.85,535.05,2,0
0,0,1,0,1,1,1,0,1,0,0,2,1,0,1,2,98.41440800628996,1535.453045506645,1,1
1,1,0,0,1,2,0,2,2,0,2,0,0,2,1,0,64.55,4250.1,5,0
1,0,1,0,1,2,1,2,2,2,0,2,0,2,1,1,97.95,7114.25,5,0
0,0,1,1,1,0,0,2,2,2,2,2,2,2,1,1,85.0,5607.75,5,0
1,0,0,0,1,2,1,0,0,0,1,1,0,0,1,0,89.80436982556611,1911.0759574877704,1,1
0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,85.60126366922982,2704.0411543153914,2,1
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,74.1306229772246,228.1582187156605,0,1
0,0,0,0,1,2,1,1,1,1,2,2,2,0,0,2,113.83956555288214,5439.3161884088895,3,1
0,1,0,0,1,0,1,0,0,2,0,2,2,0,1,1,94.45,742.95,0,1
1,0,0,0,1,2,1,2,2,0,0,0,0,0,1,2,86.4,4922.4,4,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,47.259613081701005,92.66789795092701,0,1
0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,76.41049748968786,245.33903172919503,0,1
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,74.10048579682554,74.10048579682554,0,1
1,0,1,1,1,2,1,0,0,2,0,2,2,0,0,2,101.15,385.9,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,25.102878851819273,25.102878851819273,0,1
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,19.5,1026.35,4,0
0,0,0,0,1,0,0,1,2,2,1,1,2,0,0,0,86.46396635098495,2528.1939097755003,2,1
0,0,0,0,1,0,1,1,0,1,1,0,2,0,1,0,94.7859742541123,390.47159129676135,0,1
1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,35.49766130429017,35.49766130429017,0,1
1,1,1,0,1,2,1,0,2,2,2,2,2,2,1,0,111.65,8022.85,5,0
0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,0,23.3,1623.15,5,0
0,1,0,0,1,2,1,0,1,2,0,2,2,1,1,0,103.8495485128543,5510.394082208916,4,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.1,70.1,0,1
0,0,1,0,1,2,1,0,2,2,0,2,2,0,1,1,103.38899931738712,6603.140692940786,5,1
0,0,0,0,0,1,0,2,2,2,2,2,0,1,1,2,53.6,2879.2,4,0
1,0,0,0,1,2,1,0,2,2,1,2,2,0,0,2,106.8252197836371,7154.379135411266,5,1
0,0,1,0,1,0,0,2,0,0,2,0,2,1,1,2,64.0,1910.75,2,0
0,0,0,0,1,2,1,0,0,0,0,2,2,0,0,2,94.4,857.25,0,1
1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,50.77691648458399,50.77691648458399,0,1
0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,1,58.55,3503.5,5,0
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,25.2,987.95,3,0
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,68.5,68.5,0,1
0,1,0,0,1,1,1,0,1,0,0,0,2,0,0,2,90.94016666328366,1425.2542325571956,1,1
0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,2,67.97103216839096,739.732991484097,0,1
1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,80.48218348498689,80.48218348498689,0,1
1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,75.31933816437605,308.61108525672427,0,1
1,0,0,1,1,2,1,0,0,0,2,0,0,0,0,1,80.8,332.45,0,1
1,0,1,1,1,0,1,0,2,0,2,2,0,0,1,2,89.75,608.8,0,1
0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,65.21164479527592,2345.0175535539624,2,1
0,0,0,0,1,2,1,2,0,0,1,2,0,0,0,1,96.76367590668286,1224.4203294537433,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.1,100.35,0,0
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,20.3,1401.15,5,0
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.85,272.35,1,0
0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,2,78.18111412488817,3200.275102222556,3,1
1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,2,20.35,1359.5,5,0
0,0,1,0,0,1,0,2,0,2,2,2,2,2,0,0,59.55,2016.3,2,0
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,83.03363866341515,342.1768252255209,0,1
0,0,1,0,1,2,1,0,0,2,1,2,2,0,1,2,105.65502399610541,2250.8096127347962,1,1
0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2,84.57740799335288,493.76585879575293,0,1
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,1,20.15,68.45,0,0
0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,74.55,622.9,0,1
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,79.43076220559388,79.43076220559388,0,1
0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,55.08420733078341,110.00195412608284,0,1
0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,2,80.20255349000935,432.59137142054453,0,1
0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,54.54098730135565,416.952353630577,0,1
0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,2,84.3,84.3,0,1
0,1,1,0,1,2,1,2,0,2,2,2,2,1,1,3,109.55,4830.25,3,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.8,69.8,0,1
0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,80.5952589861181,478.717305091904,0,1
0,0,0,0,1,2,0,0,2,2,0,2,0,1,1,1,68.95,2038.7,2,0
0,1,1,0,1,2,1,1,1,2,0,2,0,0,1,2,102.86313131314448,4538.894765169934,3,1
1,0,1,1,1,0,0,2,2,2,2,2,2,2,0,2,86.1,5215.25,5,0
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,73.95307533967515,208.09859380316752,0,1
0,0,0,0,1,2,1,0,0,0,1,2,2,0,1,2,99.54940095971531,3734.582467358003,3,1
1,0,1,1,1,2,1,0,0,2,0,0,0,2,1,1,79.2,5420.65,5,0
0,0,0,0,1,2,1,0,2,0,0,2,2,1,0,0,99.9,6137.0,5,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,19.75,757.95,3,0
1,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,21.05,21.05,0,0
0,0,1,0,1,0,0,2,2,2,0,0,2,2,0,0,71.0,4386.2,5,0
1,0,1,1,1,2,1,0,2,0,0,2,2,0,1,2,99.35,4749.15,3,1
0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,2,60.026786464827694,60.026786464827694,0,1
0,0,0,0,1,0,1,0,0,2,2,2,2,2,0,1,100.65,4917.75,4,0
0,0,1,0,0,1,0,2,0,2,2,0,2,0,1,0,49.9,2782.4,4,0
0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,19.55,124.45,0,0
0,0,0,0,1,2,1,0,2,0,0,2,2,1,0,0,100.49869859843183,6137.473316693001,4,1
1,0,0,0,1,1,0,0,0,2,0,1,1,0,1,2,75.70416562116644,988.0129666802972,1,1
0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,2,81.8208123589224,1395.4986928508179,1,1
0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,74.57447772181605,74.57447772181605,0,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.1,20.1,0,1
0,0,1,0,1,0,1,0,0,0,0,2,0,0,1,1,80.54204256792649,582.4870931355383,0,1
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,49.324269614286656,49.324269614286656,0,1
0,0,1,0,1,1,1,0,0,2,0,2,2,0,1,2,99.82645562538185,3045.655572442021,2,1
1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,70.85,70.85,0,1
1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,2,48.7,340.25,0,1
0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,90.22742006815002,2755.2968545506455,2,1
0,0,0,0,1,1,0,0,0,0,1,1,2,0,0,2,75.81459683379592,871.4624514199098,0,1
0,0,1,0,1,0,0,2,2,2,0,2,0,2,1,1,72.0,4284.2,5,0
0,0,0,0,1,2,1,0,2,2,0,0,0,0,1,2,83.25,4949.1,4,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.55619113508281,69.55619113508281,0,1
1,0,0,0,1,0,2,1,1,1,1,1,1,2,1,1,20.05,1201.65,5,0
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,20.25,439.75,1,0
0,0,1,1,1,2,2,1,1,1,1,1,1,0,1,2,26.2,1077.5,3,0
1,1,1,0,1,0,0,2,2,2,2,2,2,1,1,0,84.0,5329.55,5,0
0,0,0,0,1,0,0,2,0,2,2,2,2,2,0,2,80.6,4299.95,4,0
1,0,1,1,1,2,2,1,1,1,1,1,1,2,1,1,25.3,1672.35,5,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,70.78726228304818,70.78726228304818,0,1
1,0,1,1,1,2,0,2,0,2,2,2,2,2,1,3,84.0,5714.25,5,0
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,81.39517020627129,1325.625304033851,1,1
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,20.45,1297.35,5,0
0,0,1,1,1,0,2,1,1,1,1,1,1,2,1,1,20.1,1326.25,5,0
1,0,0,0,1,2,2,1,1,1,1,1,1,0,0,1,23.15,245.2,0,1
1,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,19.6,397.0,1,0
1,0,1,0,1,2,1,0,0,0,0,2,2,0,1,1,94.05,2866.45,2,1
1,0,0,0,0,1,0,2,2,0,0,0,0,0,1,3,35.45,106.85,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,19.75,948.9,3,0
1,0,0,0,1,0,1,0,0,1,0,2,2,0,0,2,94.92503998485734,178.19458532054063,0,1
0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,74.88400090405887,74.88400090405887,0,1
0,1,1,0,1,2,1,0,0,0,0,0,0,0,1,2,74.45,74.45,0,1
1,0,0,0,1,2,1,0,0,2,0,2,0,0,1,1,89.35,631.85,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.6,70.6,0,1
1,0,0,0,1,2,0,2,2,0,0,0,0,1,0,2,61.55,1581.95,2,0
1,0,1,0,1,1,1,0,2,2,0,0,1,0,0,0,94.10938148641107,5434.039604147225,4,1
0,0,0,0,1,2,1,2,0,2,0,2,0,1,0,1,94.9,4615.25,3,0
0,0,0,0,1,2,1,2,0,2,0,2,2,1,1,0,103.95,5639.05,4,1
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,0,20.3,470.6,1,0
1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.35,74.35,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,50.05929701668761,50.05929701668761,0,1
1,0,0,0,1,1,1,1,2,0,0,0,2,0,1,1,94.59511014563088,672.1443368824147,0,1
0,0,0,1,1,2,2,1,1,1,1,1,1,2,0,1,25.3,454.65,1,0
0,0,1,0,1,2,1,2,1,0,0,2,2,0,0,1,105.8316335343976,2850.434031986116,2,1
0,0,1,0,1,2,1,2,2,2,2,2,2,2,0,3,118.6,7990.05,5,0
1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,80.81909190993001,80.81909190993001,0,1
0,0,0,0,0,1,0,0,2,0,0,2,2,0,1,2,50.6,155.35,0,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.4,93.4,0,0
0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,1,88.85711140468966,863.4214442976552,0,1
1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,49.15,1237.3,2,0
0,0,0,0,1,2,1,0,2,2,2,2,2,0,1,1,109.9,669.45,0,1
1,0,1,1,1,2,0,2,2,2,2,2,2,2,1,0,87.55,6463.15,5,0
0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,74.32175691434949,74.32175691434949,0,1
0,0,0,0,1,2,1,0,0,0,0,2,0,0,1,2,84.93496896131258,84.93496896131258,0,1
1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,1,73.75,871.4,0,1
1,0,1,0,1,0,0,2,2,2,2,0,0,2,0,1,64.95,4523.25,5,0
0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,79.7,79.7,0,1
1,1,0,0,1,2,1,0,0,0,0,2,1,0,0,2,93.88015387328461,281.4864874676428,0,1
0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,3,75.65,399.45,0,0
0,0,1,1,1,2,0,2,2,2,2,2,2,2,0,1,90.95,6652.45,5,0
0,0,0,0,0,1,0,2,2,2,2,2,2,2,1,0,62.5,4136.4,5,0
0,0,1,0,1,2,1,0,0,0,2,0,0,0,1,1,78.85,3126.85,3,0
0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,2,54.25,1221.55,1,0
1,0,1,1,1,2,1,2,2,2,2,2,2,2,1,1,114.05,8468.2,5,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44.95,2168.9,3,0
0,1,0,0,1,2,0,2,0,2,2,0,2,2,0,0,73.25,4054.2,4,0
0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,78.99546107312463,165.22069894094892,0,1
0,0,0,0,1,2,1,0,0,0,0,2,0,0,1,0,84.15,1821.95,1,0
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,19.8,726.1,3,0
0,0,0,0,1,2,1,1,1,2,0,1,1,0,1,2,106.14000997328611,3587.4150583737537,2,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.2,237.95,0,1
0,1,0,0,1,0,1,2,2,0,2,0,2,1,1,3,96.75,5206.55,4,0
1,0,0,0,1,1,1,0,0,0,0,0,2,0,1,2,86.72650041133771,745.4228702020421,0,1
0,0,0,0,1,0,1,0,2,2,2,2,2,1,1,2,105.65,443.9,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.1553656628246,318.24063836843175,0,1
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,74.78140421188012,834.9524492067677,0,1
0,0,0,0,1,1,1,0,0,0,0,2,2,0,0,2,94.37139058984984,174.28643797855577,0,1
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,70.0,70.0,0,1
1,0,1,1,1,2,1,2,2,2,2,2,2,2,1,2,114.0,8093.15,5,0
0,0,1,1,1,0,0,0,0,2,2,0,0,1,1,1,54.4,957.1,1,0
1,0,0,0,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1559.3,5,0
0,0,0,1,1,2,1,0,2,0,0,2,0,0,0,2,89.69185224177377,365.6416497962024,0,1
0,1,1,0,1,0,1,2,2,2,2,2,2,2,1,0,109.7,7904.25,5,0
0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.35,275.9,1,0
1,0,1,1,1,0,2,1,1,1,1,1,1,0,1,2,20.65,702.05,2,0
0,0,0,0,1,1,1,0,2,2,1,2,2,0,1,1,110.43883046168214,3655.4095276605394,2,1
0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,1,20.0,1087.25,4,0
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,19.35,1240.8,5,0
0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,86.42501555263064,831.0529986348761,0,1
1,0,1,0,1,2,2,1,1,1,1,1,1,2,1,0,23.55,1723.95,5,0
0,0,1,1,1,2,1,0,2,2,2,0,0,1,1,2,89.55,3474.45,3,1
0,0,1,0,1,0,1,0,0,2,0,2,2,0,1,2,96.46409751389427,3038.2188274424957,2,1
1,0,0,0,0,1,0,0,2,2,2,0,0,0,1,1,40.4,77.15,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,70.05,266.9,0,1
